CustomerID,Recency,Frequency,Monetary
14039,183,1,86.1
14040,10,11,931.46
14041,268,1,49.92
14044,28,4,165.95
14046,286,1,95.17
14047,201,4,347.0
14048,161,2,89.1
14049,18,6,1014.18
14050,108,2,71.82
14051,19,23,3677.8900000000003
14052,21,1,25.2
14054,215,1,16.5
14055,108,1,574.5200000000001
14056,17,23,1494.84
14057,25,13,939.23
14059,268,1,39.599999999999994
14060,24,16,1101.18
14062,11,9,2131.34
14064,61,5,67.86
14066,268,1,15.299999999999999
14067,154,2,34.97
14068,322,1,18.7
14071,21,8,197.7
14073,153,1,18.7
14075,21,3,245.73999999999998
14076,306,1,19.32
14077,66,3,64.8
14078,67,6,197.33999999999997
14079,156,1,71.05
14081,70,2,190.41
14082,425,1,49.45
14083,135,7,180.81
14085,11,18,921.66
14087,152,2,15.100000000000001
14088,12,11,9425.74
14089,58,1,57.55
14090,326,1,76.32000000000001
14092,25,13,854.21
14093,14,1,64.97
14096,13,19,12243.97
14098,275,1,24.51
14099,18,12,618.23
14100,139,1,31.6
14101,75,4,1165.98
14102,13,5,364.33
14104,126,2,90.04
14105,241,1,189.25
14107,53,7,504.86
14108,91,2,113.4
14109,25,2,8.200000000000003
14110,2,9,1061.61
14111,16,1,196.35
14112,42,7,424.22
14113,24,8,315.47
14114,38,2,186.17999999999998
14116,21,5,229.13
14121,12,5,622.91
14125,30,2,451.68
14126,12,2,114.9
14127,94,3,118.18
14128,62,2,217.16
14129,19,4,332.2
14130,321,1,144.96
14132,4,11,632.1
14133,284,3,130.64999999999998
14135,40,11,1039.0
14138,121,2,210.63000000000002
14139,48,1,95.10000000000001
14140,23,3,135.45
14141,31,5,204.69000000000003
14142,698,1,76.18
14143,135,1,17.0
14145,48,2,594.0
14146,83,6,325.01
14148,235,1,14.850000000000001
14149,36,2,37.8
14150,244,2,78.64
14152,77,2,115.88
14154,241,2,323.1
14155,268,1,35.7
14156,11,52,22658.93
14157,21,2,126.84
14158,42,1,120.08000000000001
14159,21,14,815.33
14161,128,3,124.68
14162,175,2,54.879999999999995
14163,65,4,699.58
14164,82,1,129.6
14165,99,1,28.0
14167,10,4,115.0
14171,305,1,48.88
14173,12,2,180.4
14174,183,1,47.7
14175,31,4,800.77
14176,299,4,192.4
14177,181,2,67.63
14178,30,7,290.23
14179,42,2,117.06
14180,12,22,775.25
14184,245,1,143.15
14188,73,5,399.20000000000005
14189,18,15,1025.5900000000001
14191,12,12,793.24
14193,271,2,235.1
14194,20,24,2087.9900000000002
14195,341,1,392.0
14196,108,1,26.32
14198,20,5,91.7
14201,62,2,54.7
14204,152,1,29.32
14205,18,3,32.75
14206,241,1,45.3
14208,185,1,28.9
14209,12,4,490.59999999999997
14210,107,6,371.16
14211,55,8,386.38
14212,32,1,535.6800000000001
14213,639,1,-237.60000000000002
14214,52,5,259.27
14215,13,6,375.17
14216,18,4,426.34000000000003
14217,13,16,572.66
14218,44,1,16.5
14219,213,1,3.4799999999999995
14220,190,1,54.56999999999999
14221,44,7,695.18
14222,179,1,242.92
14223,124,3,220.11
14224,112,4,303.36
14226,61,4,390.13
14227,28,9,757.9300000000001
14229,53,3,298.25
14231,96,3,276.65000000000003
14232,44,6,501.0
14233,51,1,86.69999999999999
14234,24,4,138.68
14235,12,4,661.85
14236,82,1,19.92
14237,698,1,29.75
14238,328,1,35.8
14239,45,10,436.05
14240,91,1,111.0
14241,96,1,15.0
14242,236,2,50.900000000000006
14243,129,8,491.35
14245,199,4,535.98
14246,112,3,390.3
14247,191,1,15.25
14250,32,3,468.06
14251,12,5,402.78000000000003
14256,262,2,345.2
14257,125,3,344.21
14258,11,8,3236.1
14259,143,1,32.4
14261,80,1,256.20000000000005
14262,19,8,753.46
14264,126,2,102.80000000000001
14265,111,2,107.1
14267,4,4,99.58000000000001
14270,10,1,103.65
14271,227,1,17.880000000000003
14272,75,2,31.65
14273,37,4,109.0
14276,5,4,138.84
14277,17,4,894.6800000000001
14282,21,14,583.88
14284,88,2,175.65
14285,77,2,384.6
14286,25,4,1122.02
14287,200,1,17.28
14288,67,1,135.6
14289,7,4,95.28
14290,13,6,521.0
14291,33,10,875.26
14292,2,7,989.98
14293,149,4,240.59
14295,42,1,65.4
14297,19,4,222.68
14298,54,38,10886.8
14299,1,11,591.27
14300,20,1,33.0
14301,109,2,143.42000000000002
14304,39,2,36.25
14305,33,3,449.63
14306,81,2,541.15
14307,2,6,790.86
14309,30,9,398.33
14311,37,1,62.76
14312,38,5,357.41
14314,108,1,79.32
14315,46,5,648.5
14317,184,1,164.44
14320,40,3,50.91
14321,12,5,303.43
14323,116,3,95.45
14327,165,1,105.5
14329,19,8,1128.55
14331,137,2,76.6
14332,24,3,321.75
14333,184,2,205.55
14334,18,8,574.06
14335,18,2,44.089999999999996
14336,18,4,365.77000000000004
14338,198,1,184.5
14339,37,1,80.0
14340,220,1,49.5
14341,47,8,482.73
14342,23,3,83.94
14344,99,5,137.75
14345,334,1,57.449999999999996
14346,33,2,177.0
14348,262,1,32.1
14349,12,1,10.05
14350,69,2,87.53
14352,38,3,200.96
14353,128,1,19.5
14354,91,1,52.56
14355,455,1,30.9
14356,81,2,333.37
14357,45,1,27.970000000000002
14359,21,3,151.02
14360,122,4,431.05
14362,24,1,22.1
14364,110,6,385.15
14367,23,16,1828.15
14368,321,1,69.6
14375,158,1,36.55
14379,46,2,34.93000000000001
14381,54,1,60.6
14382,28,1,69.65
14383,165,3,326.4
14385,11,2,47.7
14386,298,1,27.599999999999998
14387,76,3,343.41
14388,12,9,616.56
14389,215,3,292.74
14390,6,11,1036.72
14395,47,11,690.1500000000001
14396,215,2,100.64
14397,13,15,543.81
14400,143,2,75.73
14401,66,10,790.0799999999999
14403,189,2,529.66
14404,110,6,244.83999999999997
14406,3,1,19.9
14407,130,5,510.82
14408,12,7,432.74
14409,73,4,175.02
14410,17,12,116.26
14411,312,1,161.8
14412,44,2,304.9
14413,364,1,37.5
14414,93,7,341.28
14415,44,16,884.5600000000001
14416,44,1,34.32
14418,27,3,320.92
14419,12,6,232.59
14420,336,1,104.36
14421,6,2,118.62
14422,19,6,825.23
14426,20,12,447.74
14427,154,1,43.36
14428,81,4,252.44
14431,70,2,191.56
14432,11,6,439.04
14436,305,1,16.92
14437,145,2,-78.80000000000001
14438,192,1,18.4
14439,321,1,631.0
14440,74,4,445.65000000000003
14441,23,7,462.98
14442,121,4,297.1
14443,55,5,293.68
14446,30,4,257.11
14447,20,4,282.94
14448,11,2,59.50000000000001
14449,20,4,134.97
14450,5,3,103.79
14451,62,2,121.89
14452,12,2,50.480000000000004
14453,308,1,47.45
14456,24,9,686.8
14457,312,1,30.0
14459,157,1,562.4
14460,112,2,165.6
14461,150,3,533.74
14462,33,11,485.61
14465,70,3,239.59
14466,61,5,387.3
14467,19,4,117.75
14470,13,2,46.43
14472,65,8,414.62
14473,76,1,10.2
14474,45,2,72.25
14475,73,3,178.5
14476,259,1,9.95
14479,255,1,67.35000000000001
14480,13,1,75.12
14481,166,2,141.15
14482,20,6,273.04
14483,283,1,7.5
14484,52,1,51.94
14485,334,1,19.19
14487,28,6,175.95
14488,276,1,255.96
14489,209,1,79.5
14491,177,2,77.4
14493,18,5,265.69
14494,27,1,54.599999999999994
14495,52,1,20.8
14496,343,2,166.89000000000001
14497,284,1,112.16000000000001
14498,44,5,553.23
14499,28,3,182.37
14500,280,1,42.45
14501,96,2,84.15
14502,21,10,512.58
14503,12,6,613.36
14504,49,4,145.82
14505,19,9,1185.96
14506,19,5,463.51
14507,42,4,179.73
14508,24,2,78.50999999999999
14511,13,5,374.51
14512,219,2,100.96
14513,208,3,254.39999999999998
14514,10,3,244.61
14515,19,5,554.17
14517,143,1,15.9
14518,184,1,10.1
14522,26,2,183.83999999999997
14523,110,1,83.78
14524,73,8,602.77
14525,21,8,968.01
14527,2,64,1309.33
14528,303,1,78.45
14529,62,3,115.47
14530,27,6,451.35
14532,238,4,122.75
14533,26,6,309.14
14534,3,19,1008.37
14535,62,3,576.8100000000001
14536,261,1,8.5
14537,59,1,75.6
14538,184,2,51.7
14539,17,2,74.42
14540,11,3,323.81
14541,1,7,337.1
14543,30,13,683.1
14544,26,2,214.22
14546,42,8,508.24
14547,14,8,888.48
14548,4,2,408.0
14549,343,1,93.9
14550,12,2,216.64999999999998
14551,20,2,41.3
14552,34,1,27.88
14553,21,5,151.73999999999998
14554,12,4,427.53000000000003
14555,59,2,59.1
14557,87,2,-152.84
14560,45,11,346.09
14561,77,3,237.78
14562,13,20,720.8100000000001
14565,115,5,534.8
14566,112,1,358.0
14567,58,3,416.26
14569,121,1,56.190000000000005
14570,252,2,24.18
14572,42,6,537.29
14573,36,8,283.26
14577,14,4,110.66
14578,182,1,1.25
14581,18,1,28.189999999999998
14582,42,1,78.9
14583,146,5,237.79999999999998
14584,96,4,113.57
14585,52,1,41.75
14586,130,2,25.560000000000002
14587,10,9,363.12
14589,639,1,15.9
14591,17,4,280.39
14592,58,3,117.67
14593,23,3,153.57
14594,302,2,41.63
14595,21,5,295.99
14597,13,1,39.77
14598,46,1,36.379999999999995
14600,162,1,128.1
14601,12,1,15.0
14606,6,98,2371.45
14607,17,11,1504.8
14608,61,2,114.45000000000002
14609,145,1,191.16
14618,11,3,80.4
14619,129,1,75.66
14620,206,3,75.86
14621,91,4,241.96
14622,127,1,94.10000000000001
14623,45,5,231.81
14624,31,1,41.1
14625,198,2,271.4
14626,25,6,452.87
14627,343,1,-4.95
14628,37,2,120.0
14629,49,2,236.55
14631,52,3,162.58
14632,264,1,58.84
14633,268,1,34.2
14636,270,2,85.80000000000001
14638,52,1,37.0
14639,33,6,619.82
14640,26,6,383.52000000000004
14641,23,1,7.800000000000001
14642,1,1,96.12
14643,172,2,176.31
14644,62,3,76.75000000000003
14645,99,2,52.959999999999994
14646,3,58,51465.88
14647,203,1,126.14
14649,36,4,299.39
14651,6,2,156.96
14652,79,1,21.09
14653,11,6,428.0
14655,24,3,596.95
14656,171,2,52.86
14657,19,5,209.19
14658,119,2,21.29
14659,80,10,526.46
14660,88,2,35.92
14661,28,1,0.85
14662,30,4,118.81
14664,21,2,169.78
14665,32,6,296.77
14666,26,1,17.849999999999998
14667,23,26,1915.22
14669,7,3,248.64
14670,252,2,60.66
14672,163,2,157.05
14673,11,4,188.57999999999998
14675,18,1,152.1
14676,39,6,793.99
14679,639,1,-2.55
14680,27,21,4430.28
14681,6,1,12.5
14684,27,5,262.69
14687,108,1,251.76
14688,2,20,1132.9
14689,210,1,48.75
14690,34,3,67.28
14691,36,4,327.88
14692,139,4,197.55
14693,266,1,25.6
14696,3,8,310.90000000000003
14697,220,2,56.0
14698,17,5,183.47
14699,97,1,38.13
14700,153,3,430.51
14701,12,9,385.68
14702,41,15,559.88
14703,16,1,45.36000000000001
14704,5,7,267.07
14708,126,4,351.32
14709,17,13,1009.4100000000001
14710,16,4,82.17
14711,12,11,451.16
14712,61,3,156.45000000000002
14713,11,11,564.55
14714,26,1,80.64
14715,10,4,254.05
14716,45,2,76.56
14719,12,5,289.01
14720,32,2,109.98
14722,149,1,57.19
14723,12,6,200.59
14725,26,1,155.8
14727,69,1,15.0
14729,698,1,55.28
14730,109,8,422.59
14731,36,3,128.39
14732,2,8,820.99
14733,18,11,2302.01
14735,13,23,1296.86
14737,278,2,162.2
14738,6,6,326.31
14739,21,6,984.52
14740,199,4,294.45
14741,13,5,181.21
14744,18,4,15.2
14745,114,3,144.92000000000002
14747,251,1,51.300000000000004
14748,36,5,312.26
14752,45,1,39.599999999999994
14753,89,1,106.7
14754,46,2,221.42000000000002
14755,11,11,989.16
14756,17,1,150.08
14757,77,1,151.92000000000002
14758,146,4,336.4
14759,114,3,383.59000000000003
14760,299,1,10.2
14761,101,1,32.7
14762,265,1,85.56
14764,48,1,19.799999999999997
14765,61,2,67.76
14766,67,6,534.95
14768,80,2,12.000000000000007
14769,84,9,2283.42
14770,234,2,200.45
14772,114,1,30.0
14775,1,3,81.06
14776,53,10,325.56
14778,247,2,171.4
14779,252,3,92.75
14780,56,2,111.25
14782,321,1,42.900000000000006
14784,28,2,140.12
14785,12,2,77.4
14788,28,2,93.32000000000001
14789,30,1,17.4
14790,3,4,142.8
14792,184,1,-4.25
14793,23,1,37.14
14794,11,5,196.17
14795,168,1,51.95
14796,24,23,1300.52
14798,312,1,40.28
14799,53,1,30.509999999999998
14800,31,11,858.87
14801,92,1,18.79
14803,99,3,357.41999999999996
14804,333,1,90.07
14805,17,4,129.55
14806,77,1,31.5
14808,41,8,608.86
14810,42,11,400.33
14813,578,2,12.200000000000001
14815,275,2,200.76999999999998
14817,161,2,246.75
14818,75,3,106.85
14819,184,1,61.2
14820,23,2,44.1
14821,486,1,48.800000000000004
14823,5,3,95.1
14824,12,3,323.65000000000003
14825,25,10,366.89000000000004
14828,163,2,306.0
14829,61,4,196.46
14830,55,1,26.77
14834,1,7,609.43
14836,30,2,37.8
14837,32,5,335.6
14841,55,5,505.25
14842,45,5,143.65
14844,7,4,454.03000000000003
14847,150,1,37.3
14849,3,19,1723.1200000000001
14850,343,1,125.0
14851,25,2,71.61
14852,1,6,584.74
14853,26,1,15.0
14854,69,7,633.65
14855,3,2,100.5
14856,58,2,316.8
14857,31,2,245.1
14859,14,4,293.08
14860,21,1,61.44
14861,54,1,19.8
14862,27,2,170.39999999999998
14863,61,1,52.08
14865,667,1,27.12
14866,12,8,4113.9400000000005
14867,158,3,168.7
14868,23,8,626.44
14869,105,2,196.24
14870,263,1,127.44999999999999
14871,180,4,91.6
14873,212,1,107.94999999999999
14875,109,3,257.12
14878,5,9,261.0
14880,79,3,139.71
14882,28,2,62.4
14883,6,3,82.89999999999999
14885,133,1,61.199999999999996
14886,341,1,71.1
14888,209,1,95.5
14889,163,1,39.900000000000006
14890,255,1,17.700000000000003
14891,150,2,139.52
14893,11,2,239.28
14894,87,1,290.06
14895,42,17,1892.27
14896,206,2,139.65
14897,2,4,158.2
14898,25,6,280.43
14901,2,10,485.07
14902,23,2,74.6
14903,23,6,555.09
14904,27,2,158.58
14905,218,2,126.89999999999999
14907,30,6,926.4100000000001
14908,76,1,57.49999999999999
14910,52,3,44.120000000000005
14911,1,199,28070.13
14912,18,2,138.89999999999998
14913,38,4,71.68
14915,87,3,48.27
14916,72,4,396.6
14918,117,2,335.36
14920,36,2,167.48
14921,91,2,374.29
14923,52,1,90.07
14924,129,1,34.7
14929,153,1,15.0
14930,69,3,509.65
14931,24,5,488.28999999999996
14932,455,1,60.65
14934,83,2,292.65
14935,299,1,681.72
14936,99,6,1692.07
14937,58,2,280.2
14944,61,11,1088.79
14947,74,2,81.72
14948,25,4,112.68
14950,21,1,94.26
14951,81,1,85.2
14952,2,8,939.36
14953,27,1,62.61
14954,14,1,62.61
14957,255,1,13.4
14958,129,2,29.55
14959,111,4,142.53
14960,333,1,36.93
14961,12,9,1352.68
14962,272,1,70.2
14963,11,5,473.68
14964,190,1,10.899999999999999
14965,246,1,68.99
14966,16,1,52.31
14967,51,1,15.0
14968,91,1,16.72
14970,139,4,362.5
14971,45,2,189.22
14972,278,1,34.9
14973,109,3,393.72
14974,303,1,42.85
14975,59,1,75.77000000000001
14976,59,4,171.45000000000002
14978,74,5,389.41
14981,160,1,33.0
14984,5,2,38.14
14985,200,2,74.63
14988,6,1,23.700000000000003
14995,252,2,42.94
14997,2,3,128.18
14998,7,2,52.18
15000,49,1,89.19
15002,117,4,424.49
15004,149,1,234.81
15005,17,31,1274.42
15006,53,1,114.53999999999999
15007,279,1,8.25
15009,14,3,264.24
15010,244,1,82.46
15012,55,2,97.32
15014,45,1,42.54
15016,174,1,28.95
15017,183,1,25.25
15018,334,3,98.65
15019,268,1,40.339999999999996
15021,28,9,354.19
15022,13,3,171.13
15023,41,11,1634.69
15024,11,6,335.54
15025,183,1,110.66
15026,82,3,125.9
15027,91,4,418.7
15028,44,3,271.48
15030,73,1,76.32000000000001
15031,91,4,106.65
15032,258,2,1508.1
15033,27,11,400.83
15034,17,9,1034.2
15035,32,1,67.75
15036,74,2,116.5
15038,45,6,166.91
15039,11,44,4039.9700000000003
15041,172,1,53.480000000000004
15042,201,1,76.5
15043,122,1,179.0
15044,7,16,1479.35
15045,34,1,71.48
15046,11,14,711.28
15047,271,1,147.72
15048,118,5,71.11
15050,27,3,209.67
15051,4,3,289.25
15052,321,1,7.050000000000001
15053,187,3,60.3
15054,14,2,64.58
15057,99,2,501.0
15058,27,11,402.8
15059,42,8,307.23
15060,11,3,46.589999999999996
15061,6,37,9302.44
15062,73,4,209.42000000000002
15063,67,1,76.0
15065,166,4,598.3
15066,55,2,161.09
15067,80,3,373.28
15068,48,2,106.52
15069,181,1,259.3
15071,99,2,249.65
15073,11,4,231.57999999999998
15074,107,1,129.04000000000002
15075,79,1,75.78
15076,174,1,186.84
15078,13,23,1972.44
15079,36,4,153.56
15081,24,4,49.25
15083,258,1,34.8
15087,283,1,94.76
15088,23,3,164.67000000000002
15089,12,5,602.84
15090,253,1,87.6
15091,276,1,122.63
15092,128,2,127.23
15093,20,6,1027.24
15095,105,3,230.1
15096,44,1,64.5
15097,213,1,46.8
15098,66,1,-297.0
15099,86,1,30.700000000000003
15100,71,1,175.2
15101,193,2,16.3
15103,88,2,114.19999999999999
15104,198,2,226.96
15105,20,6,414.98
15106,6,5,263.24
15108,143,4,331.65000000000003
15109,129,2,112.55
15110,25,5,69.55
15111,61,3,291.97
15113,11,2,542.39
15114,39,10,419.74
15115,20,1,20.64
15116,19,4,247.32000000000002
15117,16,4,561.3100000000001
15119,129,1,94.5
15120,135,2,80.75
15121,290,1,108.65
15122,116,5,174.74
15123,208,2,283.78
15124,339,1,24.400000000000002
15125,62,11,3038.09
15127,215,1,141.89999999999998
15128,62,5,309.81
15129,52,8,657.52
15130,171,1,62.550000000000004
15132,107,3,301.70000000000005
15133,39,3,206.1
15134,16,8,395.99
15135,241,1,49.5
15136,2,5,311.85
15139,163,2,62.86
15140,54,7,636.02
15142,48,1,81.62
15143,227,1,72.69999999999999
15144,1,15,1546.16
15145,45,4,282.86
15146,166,3,184.4
15147,242,1,66.6
15148,12,1,49.8
15149,135,1,188.8
15150,19,9,1108.53
15152,11,14,1026.03
15153,122,1,53.45
15154,76,2,88.05
15156,121,3,235.4
15157,125,4,282.84
15158,47,1,152.04000000000002
15159,20,27,3791.25
15160,359,1,6.959999999999999
15163,20,2,131.97
15164,210,3,215.24
15165,698,1,123.64999999999999
15167,322,1,62.6
15171,10,1,127.49999999999999
15172,72,5,356.38
15174,324,1,31.5
15175,73,1,6.959999999999999
15178,262,1,8.5
15179,20,3,433.90999999999997
15180,517,1,10.2
15181,177,1,33.72
15182,126,2,136.43
15184,61,2,101.67
15185,72,1,41.88
15186,16,2,91.75
15187,19,12,1937.52
15189,7,30,2487.06
15192,3,3,282.31
15193,62,1,43.7
15194,6,18,1263.99
15197,12,3,513.9
15198,124,2,66.0
15199,31,4,428.45
15201,89,6,177.57
15203,27,6,379.2
15204,359,1,87.12
15205,87,2,232.8
15206,99,2,78.9
15208,31,3,94.62
15210,227,1,75.17999999999999
15211,62,2,326.0
15212,7,2,26.95
15213,331,1,93.0
15214,12,6,194.98
15215,48,3,144.69
15216,89,1,63.6
15218,12,10,1578.35
15219,178,1,12.75
15220,53,6,319.56
15221,578,1,-5.9
15222,320,1,58.0
15223,227,3,10.25
15224,360,3,77.95
15225,236,1,86.4
15226,312,1,52.86
15227,128,5,268.58
15228,171,4,454.28000000000003
15230,242,1,42.3
15232,115,2,108.12
15234,130,1,16.92
15235,160,10,355.02000000000004
15236,300,1,31.5
15237,80,3,267.71000000000004
15238,61,4,550.55
15239,12,3,91.3
15240,7,7,257.3
15241,75,7,511.74
15243,76,1,83.25
15244,215,2,46.599999999999994
15245,136,3,496.38
15246,240,2,88.2
15247,94,1,34.8
15249,3,14,1525.11
15251,7,8,2355.7400000000002
15252,96,2,98.06
15253,2,3,232.43
15254,247,1,73.08
15255,245,1,135.99
15256,150,1,16.8
15257,342,1,92.05
15258,170,2,31.2
15260,102,6,357.6
15261,137,1,39.519999999999996
15262,325,1,34.8
15263,108,1,44.2
15264,184,1,15.08
15265,34,2,428.33
15266,224,1,17.85
15267,1,3,249.6
15269,25,1,290.0
15270,119,3,140.8
15271,5,14,545.69
15272,59,2,147.65
15274,20,2,84.3
15275,303,1,131.47
15276,245,1,19.400000000000002
15277,48,1,104.39999999999999
15279,356,2,36.15
15280,174,1,44.46
15281,1,10,330.32
15287,24,2,139.89
15288,45,5,440.56
15289,61,3,223.20000000000002
15290,44,17,1636.19
15291,5,13,1348.13
15292,203,1,45.34
15296,36,8,678.5
15297,12,3,205.8
15298,12,10,898.38
15299,39,3,531.89
15300,184,1,63.0
15301,52,11,1372.75
15303,292,1,122.83
15304,166,3,48.400000000000006
15306,124,3,242.86
15307,216,1,32.7
15308,69,1,65.22
15311,1,98,10806.99
15312,77,4,261.65
15314,201,1,45.18000000000001
15315,184,1,46.08
15318,182,1,113.12
15319,342,1,43.5
15320,46,1,30.62
15321,51,4,564.38
15322,87,2,136.06
15325,105,1,25.5
15326,71,1,52.05
15327,54,1,17.4
15329,41,3,268.1
15330,62,2,177.84
15332,578,2,245.1
15333,210,1,81.45
15334,165,3,118.59
15335,55,1,49.7
15339,245,2,110.08
15341,82,1,269.0
15342,306,1,10.08
15343,89,1,66.4
15344,76,2,113.28
15345,47,2,74.4
15346,40,1,59.550000000000004
15347,486,1,17.700000000000003
15348,74,1,72.6
15349,219,2,73.65
15350,698,1,25.200000000000003
15351,14,8,441.78999999999996
15353,256,2,94.6
15355,55,2,48.8
15356,73,10,584.6
15358,2,24,1629.97
15360,41,1,136.5
15361,363,1,75.60000000000001
15363,667,1,82.5
15364,216,2,398.68000000000006
15365,27,7,497.46000000000004
15366,77,1,136.2
15367,59,3,186.14999999999998
15368,23,1,295.74
15370,40,6,1009.51
15372,139,1,530.84
15373,20,9,422.71
15374,278,1,51.0
15376,42,3,271.56
15379,99,6,767.59
15380,88,4,450.40000000000003
15381,270,1,39.599999999999994
15382,16,5,1192.3700000000001
15384,171,3,126.8
15385,42,1,183.12
15386,188,1,113.76
15388,272,1,12.600000000000001
15392,2,5,381.15999999999997
15393,18,2,73.56
15394,11,4,408.85
15395,327,1,14.850000000000001
15396,114,1,21.8
15397,291,1,29.85
15398,18,3,323.82
15399,24,3,181.76
15400,191,1,95.2
15402,150,2,94.97
15405,280,1,122.9
15406,20,4,36.45
15407,96,4,517.9
15408,266,1,48.0
15410,86,7,656.7
15411,28,5,336.08
15412,173,1,107.9
15414,11,3,174.35000000000002
15415,315,1,148.4
15416,157,4,683.97
15417,87,1,123.2
15419,26,1,32.699999999999996
15421,1,3,175.9
15422,325,1,17.0
15424,256,1,11.7
15426,21,5,317.84
15427,49,3,212.72
15428,17,1,22.5
15429,28,2,70.39
15432,25,1,48.45
15433,67,3,20.21
15434,109,5,204.65
15435,24,1,61.74
15436,14,3,148.68
15437,264,1,39.18
15438,133,1,8.45
15440,56,3,62.74
15443,14,8,603.79
15444,11,2,238.76
15445,266,1,19.9
15447,332,1,33.31999999999999
15448,314,1,111.77
15449,28,4,144.41
15450,91,1,48.0
15452,61,3,76.17
15453,58,7,309.31
15454,364,1,33.45
15456,342,3,87.35
15457,264,1,36.879999999999995
15460,356,1,41.65
15462,219,1,15.0
15463,61,1,15.0
15464,224,1,163.57
15465,5,14,1104.24
15466,87,1,49.0
15467,11,3,37.65
15468,53,2,152.98
15469,33,1,87.35
15471,152,1,53.010000000000005
15472,115,1,83.47999999999999
15473,1,3,102.0
15475,79,1,77.16
15478,42,2,327.68
15480,118,1,222.70000000000002
15482,17,14,971.6800000000001
15483,268,4,47.1
15484,20,4,624.9300000000001
15485,91,3,457.85
15489,6,4,285.0
15491,102,5,489.18
15492,76,1,62.98
15493,151,5,437.3
15494,23,2,180.7
15497,19,1,133.8
15498,6,22,2683.29
15500,20,4,181.97
15502,17,9,1731.3
15503,364,1,27.45
15504,83,1,13.7
15505,54,5,652.32
15506,24,3,196.3
15507,173,1,134.82
15508,227,6,215.18
15511,13,5,190.91
15513,6,16,3518.84
15514,14,9,408.28999999999996
15516,48,1,5.95
15517,235,1,67.98
15518,40,7,350.75
15520,121,1,45.480000000000004
15521,36,9,191.39
15522,89,2,113.63
15523,86,1,28.3
15524,26,1,440.0
15525,19,4,93.19
15527,20,7,600.4300000000001
15528,256,1,114.62
15529,24,9,799.69
15530,23,4,394.18
15531,91,2,348.33
15532,27,5,365.08
15533,21,4,109.0
15535,175,3,81.6
15537,165,1,19.7
15539,302,1,103.81
15540,13,1,49.370000000000005
15541,116,1,15.990000000000002
15543,290,1,17.7
15544,3,10,780.61
15545,56,2,25.240000000000002
15547,32,13,897.76
15549,79,3,319.65000000000003
15550,39,4,72.32
15551,275,1,44.46
15552,189,1,21.64
15553,62,1,106.73
15554,161,1,15.0
15555,1,18,920.41
15556,26,1,57.04
15557,30,1,40.440000000000005
15561,128,3,206.89999999999998
15562,353,1,134.55
15563,24,3,293.34999999999997
15565,52,2,34.2
15567,20,1,17.4
15568,46,3,40.34
15569,40,3,154.95
15570,12,11,791.65
15571,26,3,88.92
15572,27,7,427.16
15573,87,2,107.0
15574,179,3,134.15
15576,303,1,240.2
15577,34,3,95.09
15578,164,1,39.6
15579,304,2,85.33
15581,99,9,169.29
15582,26,3,222.25000000000003
15584,25,4,104.56
15585,178,1,106.13999999999999
15587,32,2,356.04
15589,257,2,98.14999999999999
15592,48,1,49.120000000000005
15593,72,1,91.2
15594,83,5,462.07
15596,69,8,260.8
15597,61,2,10.949999999999996
15598,55,1,45.06
15599,28,2,244.84
15601,13,15,1251.0
15602,24,8,138.27000000000004
15604,54,1,29.44
15605,275,4,246.35
15606,3,9,537.63
15607,163,1,19.28
15608,33,2,217.55
15609,66,2,66.05
15610,53,1,45.8
15611,11,9,340.53000000000003
15612,92,1,17.85
15615,12,20,1629.56
15618,124,4,126.8
15619,12,1,145.0
15620,58,3,415.12
15621,13,2,257.29999999999995
15622,81,10,771.3100000000001
15624,137,3,112.83000000000001
15625,105,3,277.51
15626,76,2,62.86
15628,26,8,615.87
15630,47,3,258.05
15632,17,10,710.35
15634,19,1,68.15
15636,32,2,152.9
15637,54,1,57.31
15639,136,1,27.45
15640,18,16,2583.18
15641,107,4,428.62
15643,311,2,163.15
15644,168,4,166.89000000000001
15645,20,1,154.76999999999998
15646,160,3,127.27000000000001
15648,206,2,69.9
15649,163,2,816.0
15651,262,3,155.56
15652,93,1,56.0
15654,11,2,154.77
15655,68,1,117.96000000000001
15656,47,4,216.6
15658,39,5,154.8
15659,45,1,48.0
15660,27,11,229.09
15661,319,1,180.6
15664,52,1,35.75
15665,68,2,283.32
15667,41,1,102.60000000000001
15669,171,3,97.58
15670,298,1,27.900000000000002
15671,27,6,267.58
15673,2,4,481.41
15674,75,6,272.54
15675,157,1,85.43
15676,11,5,650.45
15677,51,1,187.29
15678,54,1,20.4
15679,66,3,143.59
15680,11,3,318.36
15681,20,5,136.0
15683,119,1,70.6
15687,25,9,568.5
15689,3,1,81.0
15690,102,2,49.8
15691,341,1,45.0
15692,30,1,80.10000000000001
15694,27,10,1435.32
15695,268,2,98.85000000000001
15696,81,8,563.4200000000001
15699,19,1,117.10000000000001
15700,174,2,134.43
15701,75,4,384.79
15703,266,1,35.400000000000006
15704,128,3,319.02
15705,203,1,75.9
15706,74,4,145.8
15707,45,4,275.6
15708,42,8,779.46
15709,342,1,53.150000000000006
15712,11,4,173.7
15713,145,2,32.11
15714,13,2,66.75
15716,147,4,241.08
15719,153,13,948.45
15720,26,1,163.38
15721,13,1,54.68
15722,110,4,697.59
15723,425,1,20.85
15724,203,2,86.10000000000001
15725,17,1,26.9
15727,10,7,959.24
